"ID","Event","Abstract","Type","APAC","Year","Date","Start","End","Speaker","Affiliation","Title","Slides","Video","Abstract_Sanitzed","Missing_Content"
"rinpharma_416","2024 Conference",NA,"Schedule only",NA,"2024",2024-10-29,"12:06:00","12:26:00",NA,NA,"Break",NA,NA,NA,"Unfortunately we do not currently have an abstract, copy of the slides or link to the video to this presentation"
"rinpharma_417","2024 Conference",NA,"Talk",NA,"2024",2024-10-29,"12:26:00","12:36:00","Saurabh Mukhopadhyay","Abbvie","A Novel yet Practical Bayesian Evaluation of Benefits and Risks for Medical Products with a Companion R-Shiny Application",NA,"https://youtu.be/VNx9AoT5PUI",NA,NA
"rinpharma_418","2024 Conference","GxP-relevant R Shiny application validation ensures compliance and data integrity in regulated industries. This complex process relies on three key pillars: people, technology, and processes. A cross-functional team is crucial, comprising an R champion to drive initiatives, technical experts to implement infrastructure, and QA partners to guide regulatory adherence. Essential technologies include validated infrastructure and packages, forming the foundation for reliable application development. Processes should align with GAMP 5 guidelines and incorporate risk-based Software Development Life Cycle (SDLC) principles, such as documented user requirements and robust code testing. This overview serves as a starting point for those interested in building validated R Shiny applications, highlighting the importance of collaboration, risk-based approaches, and continuous learning. By following these guidelines and leveraging available resources, organizations can successfully implement and maintain validated R Shiny applications in GxP environments, ensuring regulatory compliance and operational efficiency.","Talk",NA,"2024",2024-10-29,"12:38:00","12:48:00","Emily Yates","Formation Bio","Code that Cures: Validating GxP-Compliant R Shiny Apps for Clinical Decisions",NA,"https://youtu.be/eOXbpiIcYU0","GxP-relevant R Shiny application validation ensures compliance and data integrity in regulated industries. This complex process relies on three key pillars people, technology, and processes. A cross-functional team is crucial, comprising an R champion to drive initiatives, technical experts to implement infrastructure, and QA partners to guide regulatory adherence. Essential technologies include validated infrastructure and packages, forming the foundation for reliable application development. Processes should align with GAMP 5 guidelines and incorporate risk-based Software Development Life Cycle (SDLC) principles, such as documented user requirements and robust code testing. This overview serves as a starting point for those interested in building validated R Shiny applications, highlighting the importance of collaboration, risk-based approaches, and continuous learning. By following these guidelines and leveraging available resources, organizations can successfully implement and maintain validated R Shiny applications in GxP environments, ensuring regulatory compliance and operational efficiency.",NA
"rinpharma_419","2024 Conference","Pfizer has done a lot in the last several years to cultivate a positive journey for clinical trial participants. However, returning personal trial data to patients has always been the missing piece, until now. In August 2023, Pfizer launched the Clinical Trial Participant Data Return Initiative. U.S. participants from Pfizer sponsored studies are now able to register on the Pfizer Clinical Trial Alumni platform to receive their data. The participant’s data report includes the participant’s full trial record. The reports are powered by R Markdown and soon Quarto. In this talk, I’d like to share the story of how open-source tools from Posit have enabled this effort to provide PDF data reports to clinical trial participants.","Talk",NA,"2024",2024-10-29,"12:50:00","13:00:00","Sam Parmar","Pfizer","Using R to Return Clinical Trial Data to Participants",NA,"https://youtu.be/FGdVVSOyEV8","Pfizer has done a lot in the last several years to cultivate a positive journey for clinical trial participants. However, returning personal trial data to patients has always been the missing piece, until now. In August 2023, Pfizer launched the Clinical Trial Participant Data Return Initiative. U.S. participants from Pfizer sponsored studies are now able to register on the Pfizer Clinical Trial Alumni platform to receive their data. The participant’s data report includes the participant’s full trial record. The reports are powered by R Markdown and soon Quarto. In this talk, I’d like to share the story of how open-source tools from Posit have enabled this effort to provide PDF data reports to clinical trial participants.",NA
"rinpharma_420","2024 Conference",NA,"Talk",NA,"2024",2024-10-29,"13:02:00","13:12:00","James Wade","Dow","Integrating AI Assistants into Shiny Apps: Simplify Development and Enhance User Experience",NA,"https://youtu.be/SX2apNPnc0g",NA,NA
"rinpharma_421","2024 Conference",NA,"Schedule only",NA,"2024",2024-10-29,"13:12:00","13:22:00",NA,NA,"Break",NA,NA,NA,"Unfortunately we do not currently have an abstract, copy of the slides or link to the video to this presentation"
"rinpharma_422","2024 Conference","Amgen, a leading biotech company has built a web of connected data to help employees better understand the pharma products our company makes as well as who they can reach out to when they have questions (Experience Locator). This session will share the engineering architecture that brings diverse internal data sources together for an intuitive user experience that we've created using R Shiny.","Talk",NA,"2024",2024-10-29,"13:22:00","13:42:00","Ajitha Srinivasan | Rebecca Roth","Amgen | Amgen","Knowledge Management using R Shiny Apps to harness the Power of Connected Data",NA,NA,"Amgen, a leading biotech company has built a web of connected data to help employees better understand the pharma products our company makes as well as who they can reach out to when they have questions (Experience Locator). This session will share the engineering architecture that brings diverse internal data sources together for an intuitive user experience that we've created using R Shiny.",NA
"rinpharma_423","2024 Conference",NA,"Talk",NA,"2024",2024-10-29,"13:44:00","14:44:00","Audrey Yeo | Magdalena Krochmal | Daphné Grasselly","Roche | Roche | Roche","Building pathways for Inclusive life sciences and tech careers : Learnings from useR!2024 panel. Followed by discussion with attendees",NA,"https://youtu.be/RpxjYHDKQfA",NA,NA
"rinpharma_424","2024 Conference",NA,"Remarks","Y","2024",2024-10-29,"23:00:00","23:10:00","Daniel Sabanés Bové","RCONIS","Opening Remarks",NA,"https://youtu.be/zBG-qqdU35E",NA,NA
"rinpharma_425","2024 Conference","R users tend to be skeptical of modern AI models, given our weird insistence on answers being accurate, or at least supported by the data. But I believe the time has come—or maybe it’s a little late—for even the most AI-cynical among us to push past their discomfort and get informed about what these tools are truly capable of. And key to that is moving beyond using AI-enabled apps, and towards building our own scripts, packages, and apps that make judicious use of AI.
In this talk, I’ll tell you why I believe AI has more to offer the R community than just wrong answers from chat windows or mediocre code suggestions in our IDEs. I’ll also introduce brand-new tools we’re developing at Posit that put powerful AI tools within reach of every R user. And finally, I’ll show how adding some AI could make your next Shiny app dramatically more useful for your users.","Keynote","Y","2024",2024-10-29,"23:10:00","23:50:00","Joe Cheng","Posit","Joe Cheng’s Keynote (APAC Replay)",NA,"https://youtu.be/AfMa1CVUdXU","R users tend to be skeptical of modern AI models, given our weird insistence on answers being accurate, or at least supported by the data. But I believe the time has come—or maybe it’s a little late—for even the most AI-cynical among us to push past their discomfort and get informed about what these tools are truly capable of. And key to that is moving beyond using AI-enabled apps, and towards building our own scripts, packages, and apps that make judicious use of AI. In this talk, I’ll tell you why I believe AI has more to offer the R community than just wrong answers from chat windows or mediocre code suggestions in our IDEs. I’ll also introduce brand-new tools we’re developing at Posit that put powerful AI tools within reach of every R user. And finally, I’ll show how adding some AI could make your next Shiny app dramatically more useful for your users.",NA
"rinpharma_426","2024 Conference",NA,"Schedule only","Y","2024",2024-10-29,"23:50:00","00:00:00",NA,NA,"Discussion of Joe Cheng’s Keynote",NA,NA,NA,"Unfortunately we do not currently have an abstract, copy of the slides or link to the video to this presentation"
"rinpharma_427","2024 Conference",NA,"Schedule only","Y","2024",2024-10-30,"00:10:00","00:20:00",NA,NA,"Break",NA,NA,NA,"Unfortunately we do not currently have an abstract, copy of the slides or link to the video to this presentation"
"rinpharma_428","2024 Conference","This talk will share Novartis' transformative journey from SAS to R, highlighting our challenges, experiences, and successes. We'll discuss strategies to leverage open-source resources effectively and share insights on contributing to the open-source community.","Talk","Y","2024",2024-10-30,"00:20:00","00:40:00","Chengqian Wang","Novartis","Take It, Build It and Own It",NA,"https://youtu.be/gglTwGhLVNA","This talk will share Novartis' transformative journey from SAS to R, highlighting our challenges, experiences, and successes. We'll discuss strategies to leverage open-source resources effectively and share insights on contributing to the open-source community.",NA
"rinpharma_429","2024 Conference","We are planning to transition our analytical tools from SAS to R in the near future. I will share information about the educational initiatives we are working on for the introduction of R.","Talk","Y","2024",2024-10-30,"00:40:00","00:50:00","Toshiki Iwai | Tomoyuki Namai","Chugai | Chugai","Introduction to R Implementation and Educational Initiatives for SAS Programmers",NA,"https://youtu.be/L-M5lvOj3iQ","We are planning to transition our analytical tools from SAS to R in the near future. I will share information about the educational initiatives we are working on for the introduction of R.",NA
"rinpharma_430","2024 Conference",NA,"Schedule only","Y","2024",2024-10-30,"00:50:00","01:00:00",NA,NA,"Break",NA,NA,NA,"Unfortunately we do not currently have an abstract, copy of the slides or link to the video to this presentation"
"rinpharma_431","2024 Conference","In this panel discussion, colleagues from China explore strategies for overcoming timezone challenges in daily work, with a focus on maintaining a healthy work-life balance. Additionally, the discussion delves into the future of statistical programming, particularly the opportunities and challenges posed by AI. Beyond individual impacts, the discussion addresses how AI will reshape the broader industry. An intriguing intersection emerges when AI-driven productivity enhancements are shown to also benefit work-life balance by reducing workload pressures and allowing for more flexible, efficient workflows across different time zones.","Talk","Y","2024",2024-10-30,"01:10:00","01:40:00","Joe Zhu | Baoqing Li | Xiuting Mi | Yanli Chang","Roche | Janssen | Roche | Novartis","China: new region, new topics, new perspectives and new heights",NA,NA,"In this panel discussion, colleagues from China explore strategies for overcoming timezone challenges in daily work, with a focus on maintaining a healthy work-life balance. Additionally, the discussion delves into the future of statistical programming, particularly the opportunities and challenges posed by AI. Beyond individual impacts, the discussion addresses how AI will reshape the broader industry. An intriguing intersection emerges when AI-driven productivity enhancements are shown to also benefit work-life balance by reducing workload pressures and allowing for more flexible, efficient workflows across different time zones.",NA
"rinpharma_432","2024 Conference","Very few industry-wide standards exist for clinical reporting, but open-source technologies are bridging this gap. This presentation introduces our R package and Shiny application, Carver (Clinical Analysis Report and Visualization Ensemble in R), which generates clinical submission-ready tables and graphs.
An earlier version focusing on Adverse Events related reports was developed by our team in collaboration with Phuse, ASA and FDA. It is now expanded as an open-source Pfizer project, under spotlight of CDISC Open Source Alliance (COSA). This project references FDA Integrated TLF Guide, CDISC Guidelines and CDISC Standard Data.
{carver} uses standardized functions to build multiple clinical reports – under domains like Adverse Events, Lab Findings and Demography in Therapeutic Areas like Vaccine and Oncology. In addition to templates to create static tables and figures, the modularized Shiny application can also be used to generate interactive plots – with a feature to drill down to patient-level analysis. {carver} uses packages from the tidyverse suite, plotly, ggsurvfit, shiny, shinydashboard, shinyBS etc. For tables, we built a wrapper around Flextable package to dynamically fit a submission-ready format. The R functions are unit-tested, use tidy principles and CI/CD workflows were implemented.
We aim for {carver} to be used for regulatory submissions and for clinical review. Another potential outcome could be to embed study data within a Shiny Dashboard and include it in clinical submission-package. We are seeking collaborators to expand its reporting capabilities across the pharma industry.","Talk","Y","2024",2024-10-30,"01:40:00","02:00:00","Aravind Reddy | Smriti Anand","Pfizer | Pfizer","Clinical Analysis Report and Visualization Ensemble in R (carver)",NA,"https://youtu.be/sIXEg6v_2k0","Very few industry-wide standards exist for clinical reporting, but open-source technologies are bridging this gap. This presentation introduces our R package and Shiny application, Carver (Clinical Analysis Report and Visualization Ensemble in R), which generates clinical submission-ready tables and graphs. An earlier version focusing on Adverse Events related reports was developed by our team in collaboration with Phuse, ASA and FDA. It is now expanded as an open-source Pfizer project, under spotlight of CDISC Open Source Alliance (COSA). This project references FDA Integrated TLF Guide, CDISC Guidelines and CDISC Standard Data.  carver  uses standardized functions to build multiple clinical reports – under domains like Adverse Events, Lab Findings and Demography in Therapeutic Areas like Vaccine and Oncology. In addition to templates to create static tables and figures, the modularized Shiny application can also be used to generate interactive plots – with a feature to drill down to patient-level analysis.  carver  uses packages from the tidyverse suite, plotly, ggsurvfit, shiny, shinydashboard, shinyBS etc. For tables, we built a wrapper around Flextable package to dynamically fit a submission-ready format. The R functions are unit-tested, use tidy principles and CI/CD workflows were implemented. We aim for  carver  to be used for regulatory submissions and for clinical review. Another potential outcome could be to embed study data within a Shiny Dashboard and include it in clinical submission-package. We are seeking collaborators to expand its reporting capabilities across the pharma industry.",NA
"rinpharma_433","2024 Conference",NA,"Schedule only","Y","2024",2024-10-30,"02:00:00","02:10:00",NA,NA,"Break",NA,NA,NA,"Unfortunately we do not currently have an abstract, copy of the slides or link to the video to this presentation"
"rinpharma_434","2024 Conference","For one who works with programming, working on word documents such as creating tables, adjusting spaces, fonts seems to be tiring. In the pharma domain, statisticians are involved in one such task of
building mock shells for tables and replicating the same table structure (using programming software) to report statistical results. Statisticians are also required to provide statistical narratives for key results, which involves copying numerical values from summary tables and manually crafting the narrative - another time-consuming job. Many pharmaceutical companies have developed their own R libraries, some of which are available in the public domain. However, the output formats (i.e., the class of output objects) from these libraries are often not flexible and difficult to adapt to specific end-user requirements.

This abstract proposes a solution to these challenges using R by:
1. Creating Custom R Functions (Macros) for table layout: We propose building R functions that can generate table mock shells, which can later be reused to report statistical outputs. For example, a function like `fun_demo_tab` could be used to create a mock table for demographic data to be included in a TLF (Tables, Listings, and Figures) mock shell. The same function could then be reused to present the statistical summary of demographic data in the final report.

2. Automating Statistical Narration: We suggest developing an R macro along with RMarkdown that can automatically extract numerical values from summary tables and integrate them into a predefined narrative framework. This would significantly reduce the time statisticians spend on this task, cutting it down from hours to just a few seconds.","Talk","Y","2024",2024-10-30,"02:10:00","02:20:00","Smitha Ankinakatte","Syncorp Health","Automation of reporting statistical results with R (mocktables, summary tables, result narrations)",NA,"https://youtu.be/cgHYmrI7Dww","For one who works with programming, working on word documents such as creating tables, adjusting spaces, fonts seems to be tiring. In the pharma domain, statisticians are involved in one such task of building mock shells for tables and replicating the same table structure (using programming software) to report statistical results. Statisticians are also required to provide statistical narratives for key results, which involves copying numerical values from summary tables and manually crafting the narrative - another time-consuming job. Many pharmaceutical companies have developed their own R libraries, some of which are available in the public domain. However, the output formats (i.e., the class of output objects) from these libraries are often not flexible and difficult to adapt to specific end-user requirements.  This abstract proposes a solution to these challenges using R by 1. Creating Custom R Functions (Macros) for table layout We propose building R functions that can generate table mock shells, which can later be reused to report statistical outputs. For example, a function like `fun_demo_tab` could be used to create a mock table for demographic data to be included in a TLF (Tables, Listings, and Figures) mock shell. The same function could then be reused to present the statistical summary of demographic data in the final report.  2. Automating Statistical Narration We suggest developing an R macro along with RMarkdown that can automatically extract numerical values from summary tables and integrate them into a predefined narrative framework. This would significantly reduce the time statisticians spend on this task, cutting it down from hours to just a few seconds.",NA
"rinpharma_435","2024 Conference","In the pharmaceutical industry, TFLs can be generated through programming to support the final clinical study report. However, by referring to the TFL results, the medical writer needs to manually transcribe or copy/paste the outputs into the CSR. This entire process can consume several months, depending on the complexity of the study and regulatory requirements. To overcome this difficulty, we suggest using {quarto}, which can derive descriptions, narratives, inline tables, figures, etc., for the CSR. In this session, we will discuss the rationale and feasibility of using such a tool, and example solutions will be provided.","Talk","Y","2024",2024-10-30,"02:20:00","02:30:00","Vivian Chang","CIMS Global","Customize and Generate Clinical Study Report (CSR) document using {quarto}",NA,"https://youtu.be/Socl09MSHL8","In the pharmaceutical industry, TFLs can be generated through programming to support the final clinical study report. However, by referring to the TFL results, the medical writer needs to manually transcribe or copy/paste the outputs into the CSR. This entire process can consume several months, depending on the complexity of the study and regulatory requirements. To overcome this difficulty, we suggest using  quarto , which can derive descriptions, narratives, inline tables, figures, etc., for the CSR. In this session, we will discuss the rationale and feasibility of using such a tool, and example solutions will be provided.",NA
"rinpharma_436","2024 Conference","In the near future, we would like to use teal to conduct interactive analysis and to realize efficient communication with clinical development menbers. We will share an overview of the project, consisting of biostatisticians and statistical programmers, and future prospects.","Talk","Y","2024",2024-10-30,"02:30:00","02:40:00","Yumi Nishimoto | Keita Takahashi","Chugai | Chugai","Exploring interactive analytics with teal: supporting efficient communication in clinical science",NA,"https://youtu.be/hJX5-HEkilw","In the near future, we would like to use teal to conduct interactive analysis and to realize efficient communication with clinical development menbers. We will share an overview of the project, consisting of biostatisticians and statistical programmers, and future prospects.",NA
"rinpharma_437","2024 Conference","Following, the first R-based submission from Novo Nordisk an internal journey began to give back to the open-source community. Novo Nordisk has developed several internal packages to support the infrastructure behind executing clinical trials in R, and now one of the first pieces are ready to be open-sourced.

In this presentation we’ll take you down the long and winding road of going from inner-sourced packages to open-sourced packages and reveal {whirl} which is our new open-source R package for executing scripts and producing GxP compliant logs when conducting clinical trials.

{whirl} is an alternative to existing packages such as {logrx} and {logr} and is to be included as Novo Nordisk' first contribution to the pharmaverse.

The advantages of {whirl} are the support of multiple languages, and the html-based log reports, offering users a comprehensive overview of their processes.","Talk","Y","2024",2024-10-30,"02:40:00","03:00:00","Cervan Girard | Lovemore Gakava","Novo Nordisk | Novo Nordisk","{whirl} – An Open-Source R package for Program Logs",NA,"https://youtu.be/H-SfnDCaokI","Following, the first R-based submission from Novo Nordisk an internal journey began to give back to the open-source community. Novo Nordisk has developed several internal packages to support the infrastructure behind executing clinical trials in R, and now one of the first pieces are ready to be open-sourced.  In this presentation we’ll take you down the long and winding road of going from inner-sourced packages to open-sourced packages and reveal  whirl  which is our new open-source R package for executing scripts and producing GxP compliant logs when conducting clinical trials.   whirl  is an alternative to existing packages such as  logrx  and  logr  and is to be included as Novo Nordisk' first contribution to the pharmaverse.  The advantages of  whirl  are the support of multiple languages, and the html-based log reports, offering users a comprehensive overview of their processes.",NA
"rinpharma_438","2024 Conference",NA,"Remarks",NA,"2024",2024-10-30,"10:00:00","10:10:00","Lyn Taylor","Parexel","Opening Remarks",NA,"https://youtu.be/trC-jeQne1I",NA,NA
"rinpharma_439","2024 Conference","Over the past few decades, the volume of data available to support drug and biological product development have increased substantially. These increases in data volume were also accompanied by an expansion in data diversity with data originating from disparate sources including biologic data, pharmacological data, and clinical data (e.g., imaging, electronic health records, and digital health technologies). This growth in data volume and complexity combined with cutting-edge computing power and methodological advancements in artificial intelligence (AI) have the potential to transform how drugs and biological products are developed, manufactured, and utilized. Concurrent with these technological advancements, FDA’s Center for Drug Evaluation and Research (CDER) have seen an exponential increase in the number of drug submissions using AI components, with over 200 submissions reported in 2023 compared to only 1 in 2016. These submissions traverse the drug product life cycle from drug discovery to postmarket safety monitoring and cut across a range of therapeutic areas. In general, the application of AI in these submissions aims to improve the efficiency of drug discovery and our understanding of the efficacy and safety of specific treatments. The diverse uses of AI in these submissions highlight the need for an adaptive regulatory assessment of benefits and risks and emphasizes the importance of adopting a risk-based approach for establishing and evaluating the credibility of an AI model output for a particular context of use.","Keynote",NA,"2024",2024-10-30,"10:10:00","10:50:00","Tala Fakhouri","FDA","Responsive Regulation of AI in Drug Development",NA,"https://youtu.be/Jc9axucreyc","Over the past few decades, the volume of data available to support drug and biological product development have increased substantially. These increases in data volume were also accompanied by an expansion in data diversity with data originating from disparate sources including biologic data, pharmacological data, and clinical data (e.g., imaging, electronic health records, and digital health technologies). This growth in data volume and complexity combined with cutting-edge computing power and methodological advancements in artificial intelligence (AI) have the potential to transform how drugs and biological products are developed, manufactured, and utilized. Concurrent with these technological advancements, FDA’s Center for Drug Evaluation and Research (CDER) have seen an exponential increase in the number of drug submissions using AI components, with over 200 submissions reported in 2023 compared to only 1 in 2016. These submissions traverse the drug product life cycle from drug discovery to postmarket safety monitoring and cut across a range of therapeutic areas. In general, the application of AI in these submissions aims to improve the efficiency of drug discovery and our understanding of the efficacy and safety of specific treatments. The diverse uses of AI in these submissions highlight the need for an adaptive regulatory assessment of benefits and risks and emphasizes the importance of adopting a risk-based approach for establishing and evaluating the credibility of an AI model output for a particular context of use.",NA
"rinpharma_440","2024 Conference",NA,"Schedule only",NA,"2024",2024-10-30,"10:50:00","11:00:00",NA,NA,"Break",NA,NA,NA,"Unfortunately we do not currently have an abstract, copy of the slides or link to the video to this presentation"
"rinpharma_441","2024 Conference","The CDISC Analysis Results Data (ARD) Model is an emerging standard for encoding statistical analysis summaries in a machine-readable format. Its primary objective is to streamline the processes of automation, ensuring reproducibility, promoting reusability, and enhancing traceability.

The newly released {cards} R package, a collaborative effort in the Pharmaverse including Roche, GSK, and Novartis, offers a variety of functions for ARD generation. These range from basic univariate summaries like means and tabulations to complex multivariable summaries encompassing regression models and statistical tests.

While {cards} calculates statistics and stores them in a structured object, it cannot present those results; this, however, is where the {gtsummary} R package shines. The {gtsummary} package offers a modular framework to construct summary tables. It won the American Statistical Association’s 2021 award for Innovation in Statistical Programming and Analytics, and also won first place in Posit BPC’s Table Contest’s pharmaceutical track. The {gtsummary} package was recently refactored to utilize {cards} as its backend, which will allow users to both extract an ARD object from a {gtsummary} table and use an ARD object to construct a {gtsummary} table. 

Our recent experience utilizing the {cards} and {gtsummary} R packages  to prepare a health authority filing highlighted the benefits of using ARDs, including improved automation, reproducibility, reusability, and traceability. We believe that this approach will become increasingly essential for ensuring the quality and efficiency of clinical trial reporting.","Talk",NA,"2024",2024-10-30,"11:00:00","11:20:00","Daniel Sjoberg","Genentech","Harnessing CDISC’s Emerging Analysis Results Datasets Standard with the {cards} and {gtsummary} Packages",NA,"https://youtu.be/tDb6O6a5lbc","The CDISC Analysis Results Data (ARD) Model is an emerging standard for encoding statistical analysis summaries in a machine-readable format. Its primary objective is to streamline the processes of automation, ensuring reproducibility, promoting reusability, and enhancing traceability.  The newly released  cards  R package, a collaborative effort in the Pharmaverse including Roche, GSK, and Novartis, offers a variety of functions for ARD generation. These range from basic univariate summaries like means and tabulations to complex multivariable summaries encompassing regression models and statistical tests.  While  cards  calculates statistics and stores them in a structured object, it cannot present those results; this, however, is where the  gtsummary  R package shines. The  gtsummary  package offers a modular framework to construct summary tables. It won the American Statistical Association’s 2021 award for Innovation in Statistical Programming and Analytics, and also won first place in Posit BPC’s Table Contest’s pharmaceutical track. The  gtsummary  package was recently refactored to utilize  cards  as its backend, which will allow users to both extract an ARD object from a  gtsummary  table and use an ARD object to construct a  gtsummary  table.   Our recent experience utilizing the  cards  and  gtsummary  R packages  to prepare a health authority filing highlighted the benefits of using ARDs, including improved automation, reproducibility, reusability, and traceability. We believe that this approach will become increasingly essential for ensuring the quality and efficiency of clinical trial reporting.",NA
"rinpharma_442","2024 Conference","Win measures, such as win ratio, win odds, net benefit, and desirability of outcome ranking (DOOR), have become popular approaches for the analysis of hierarchical endpoints in clinical studies. For trial design with these win measures based on hierarchical endpoints, sample size and power calculations are often based on simulation studies that can be cumbersome.  Existing sample size and power formulas require investigators to specify clinically significant and meaningful magnitude of win measures and probability of ties that are difficult to elicit based on prior published literature or preliminary data.  To overcome these difficulties, we express the win measures as function of marginal win measures that are readily available under independence assumption and this provides a novel way to specify a meaningful and justifiable magnitude of win measures and the magnitude of probability of ties. We built a very flexible R shiny app (https://duke-som.shinyapps.io/Hierarchical_Endpoints/) that can quickly compute a sample size with a given power or compute a power with a given sample size for any clinical trial design with two groups for any number of hierarchical endpoints, any type of endpoints (time to event, counts, binary, or ordinal), and any order of hierarchy of these endpoints.","Talk",NA,"2024",2024-10-30,"11:22:00","11:32:00","Huiman Barnhart | Dylan Thibault","Duke University | Duke University","Sample Size or Power Calculations for Trial Design with Hierarchical Endpoints - an R Shiny App",NA,"https://youtu.be/cn5Ja0dqqRU","Win measures, such as win ratio, win odds, net benefit, and desirability of outcome ranking (DOOR), have become popular approaches for the analysis of hierarchical endpoints in clinical studies. For trial design with these win measures based on hierarchical endpoints, sample size and power calculations are often based on simulation studies that can be cumbersome.  Existing sample size and power formulas require investigators to specify clinically significant and meaningful magnitude of win measures and probability of ties that are difficult to elicit based on prior published literature or preliminary data.  To overcome these difficulties, we express the win measures as function of marginal win measures that are readily available under independence assumption and this provides a novel way to specify a meaningful and justifiable magnitude of win measures and the magnitude of probability of ties. We built a very flexible R shiny app (https//duke-som.shinyapps.io/Hierarchical_Endpoints/) that can quickly compute a sample size with a given power or compute a power with a given sample size for any clinical trial design with two groups for any number of hierarchical endpoints, any type of endpoints (time to event, counts, binary, or ordinal), and any order of hierarchy of these endpoints.",NA
"rinpharma_443","2024 Conference","In the fast moving Pharmaceutical industry, efficiency between teams is key. This was at the forefront of our minds when launching our shiny application GLITTER, built to take data input from our programming teams and produce formatted word documents for our medical writers.

However, when launching our application we experienced some teething problems. Our data inputs were not always fit for purpose, leading to time consuming communication loops between the two teams to bug fix and reach the desired outcome.

In this talk, I will discuss how through some small tweaks to our shiny application, we were able to produce a companion tool - GLITTER for programmers. This not only empowered our programmers to validate their own inputs, but also reduced unnecessary feedback cycles between teams. This showcases that the key to effective tooling often lies within existing code, it's just a matter of rethinking its application.","Talk",NA,"2024",2024-10-30,"11:34:00","11:44:00","Shannon Haughton","GSK","Optimising Team Collaboration with Shiny",NA,"https://youtu.be/7B0xiPcfsec","In the fast moving Pharmaceutical industry, efficiency between teams is key. This was at the forefront of our minds when launching our shiny application GLITTER, built to take data input from our programming teams and produce formatted word documents for our medical writers.  However, when launching our application we experienced some teething problems. Our data inputs were not always fit for purpose, leading to time consuming communication loops between the two teams to bug fix and reach the desired outcome.  In this talk, I will discuss how through some small tweaks to our shiny application, we were able to produce a companion tool - GLITTER for programmers. This not only empowered our programmers to validate their own inputs, but also reduced unnecessary feedback cycles between teams. This showcases that the key to effective tooling often lies within existing code, it's just a matter of rethinking its application.",NA
"rinpharma_444","2024 Conference","With the rapid adoption of R in the pharmaceutical industry, the topic of R package validation has become a focal point of discussion. Ensuring that these packages perform in a reproducible and reliable manner is not just important, but essential for maintaining the integrity of data analysis and regulatory compliance. Across the industry, numerous professionals have shared their methodologies for validating open-source R packages, each contributing valuable insights into best practices and common challenges. Despite the wealth of shared knowledge, one area remains relatively unexplored: the validation of R packages within Docker images. Docker, a platform that enables the creation and deployment of applications in isolated containers, offers a powerful tool for ensuring consistency across different computing environments. By encapsulating R packages and their dependencies within Docker images, we can achieve a high level of reproducibility and portability. This talk aims to delve into this niche yet significant topic and provide a guide to tailoring your validation process to leverage Docker for R package validation, enhancing the reproducibility and reliability of computational results in the pharmaceutical industry.","Talk",NA,"2024",2024-10-30,"11:46:00","12:06:00","Nicole Jones","Denali","R Package Validation Framework: Docker Integration",NA,"https://youtu.be/Z3ZZaR2On60","With the rapid adoption of R in the pharmaceutical industry, the topic of R package validation has become a focal point of discussion. Ensuring that these packages perform in a reproducible and reliable manner is not just important, but essential for maintaining the integrity of data analysis and regulatory compliance. Across the industry, numerous professionals have shared their methodologies for validating open-source R packages, each contributing valuable insights into best practices and common challenges. Despite the wealth of shared knowledge, one area remains relatively unexplored the validation of R packages within Docker images. Docker, a platform that enables the creation and deployment of applications in isolated containers, offers a powerful tool for ensuring consistency across different computing environments. By encapsulating R packages and their dependencies within Docker images, we can achieve a high level of reproducibility and portability. This talk aims to delve into this niche yet significant topic and provide a guide to tailoring your validation process to leverage Docker for R package validation, enhancing the reproducibility and reliability of computational results in the pharmaceutical industry.",NA
"rinpharma_445","2024 Conference",NA,"Schedule only",NA,"2024",2024-10-30,"12:06:00","12:26:00",NA,NA,"Break",NA,NA,NA,"Unfortunately we do not currently have an abstract, copy of the slides or link to the video to this presentation"
"rinpharma_446","2024 Conference","Discover how AI models can revolutionize drug development towards personalized applications, by predicting drug behavior while integrating multiple data sources including formulation attributes, manufacturing process parameters, and in-vitro experimental data of pharmaceutical products.","Talk",NA,"2024",2024-10-30,"12:26:00","12:36:00","Konstantina Koliopoulou","University of Athens","Leveraging Artificial Intelligence in R for Predicting Drug Behavior",NA,"https://youtu.be/Uq9CtovUTPE","Discover how AI models can revolutionize drug development towards personalized applications, by predicting drug behavior while integrating multiple data sources including formulation attributes, manufacturing process parameters, and in-vitro experimental data of pharmaceutical products.",NA
